,Refdate,Id_ShareMov,Id_CloseShareMov,Id_Shareholder,Id_Product,Request_Date,Td_Value,Closed_Amount,Closed_Shares
0,2020-02-19,2728,686,266,2335,2020-01-20,4300.2368164,-1000.0,-0.23255
