,Refdate,Id_ShareMov,Id_Shareholder,Id_Entity,Id_Product,Id_PFeeType,Id_RiskFactorBenchmark,Td_Price,Td_Value,Quote_Date,Open_ShareValue,EffQuote_Date,Subscription_Amount,Subscription_Shares,Td_OpenShares,Td_RedempShares,Td_CloseShares,Td_CloseAmount,PFee_DateBase,PFee_ShareValue,RiskFactor_Appreciation,PFee_ShareBaseBenchmark,PFeeBenchmark_Amount,Td_Performance,Closed
65,2020-02-27,433,120,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-11,3987.9851074,2019-09-11,253537.69,63.57538,63.31361,,63.31361,272648.98,2019-09-11,3987.9851074,1.0219595,4075.5594585,,,
66,2020-02-27,434,121,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-11,3987.9851074,2019-09-11,220000.0,55.1657,54.93856,,54.93856,236583.3,2019-09-11,3987.9851074,1.0219595,4075.5594585,,,
67,2020-02-27,435,81,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-11,3987.9851074,2019-09-11,180000.0,45.13557,44.94973,,44.94973,193568.15,2019-09-11,3987.9851074,1.0219595,4075.5594585,,,
68,2020-02-27,426,81,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-10,3990.2080078,2019-09-10,170000.0,42.6043,42.43234,,42.43234,182727.45,2019-09-10,3990.2080078,1.022192,4078.7586917,,,
69,2020-02-27,427,100,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-10,3990.2080078,2019-09-10,33078.5,8.28992,8.25646,,8.25646,35555.0,2019-09-10,3990.2080078,1.022192,4078.7586917,,,
70,2020-02-27,122,17,3,2335,1.0,458.0,4306.3250251,4306.3250251,2018-08-16,3389.2758789,2018-08-16,4800000.0,1416.23172,1416.23172,,1416.23172,6098754.1,2018-08-16,3389.2758789,1.0910516,3697.8749209,,,
71,2020-02-27,123,17,3,2335,1.0,458.0,4306.3250251,4306.3250251,2018-08-24,3363.3137207,2018-08-24,2500000.0,743.31454,743.31454,,743.31454,3200954.01,2018-08-24,3363.3137207,1.0894437,3664.1410118,,,
72,2020-02-27,176,26,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-02-19,3619.1311035,2019-02-19,25000.0,6.90774,6.78334,,6.78334,29211.27,2019-02-19,3619.1311035,1.0574813,3827.1633999,,,
73,2020-02-27,219,17,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-05-17,3751.2878418,2019-05-17,1200000.0,319.89014,319.89014,,319.89014,1377550.92,2019-05-17,3751.2878418,1.0422334,3909.717515,,,
74,2020-02-27,220,28,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-05-17,3751.2878418,2019-05-17,5000.0,1.33288,1.31628,,1.31628,5668.33,2019-12-31,4171.0337088,1.0065618,4198.403281,,,
75,2020-02-27,359,65,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-07-24,3921.810791,2019-07-24,8832.0,2.25202,2.2373,,2.2373,9634.54,2019-07-24,3921.810791,1.0302443,4040.4231359,,,
76,2020-02-27,360,75,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-07-24,3921.810791,2019-07-24,5000.0,1.27492,1.26658,,1.26658,5454.31,2019-07-24,3921.810791,1.0302443,4040.4231359,,,
77,2020-02-27,366,78,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-02,3943.7922363,2019-08-02,5000.0,1.26782,1.26055,,1.26055,5428.34,2019-08-02,3943.7922363,1.0284897,4056.1497753,,,
78,2020-02-27,595,211,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-10-24,4062.6340332,2019-10-24,15000.0,3.69219,3.68707,,3.68707,15877.72,2019-10-24,4062.6340332,1.0152547,4124.6082209,,,
79,2020-02-27,596,95,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-10-24,4062.6340332,2019-10-24,1000.0,0.24615,0.24581,,0.24581,1058.54,2019-10-24,4062.6340332,1.0152547,4124.6082209,,,
80,2020-02-27,385,93,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-22,3942.3955078,2019-08-22,5629.93,1.42805,1.41979,,1.41979,6114.08,2019-08-22,3942.3955078,1.0252194,4041.8204276,,,
81,2020-02-27,201,17,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-04-08,3715.6589355,2019-04-08,1000000.0,269.13127,269.13127,,269.13127,1158966.72,2019-04-08,3715.6589355,1.0491838,3898.409052,,,
82,2020-02-27,214,59,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-05-02,3746.1408691,2019-05-02,40000.0,10.67766,10.5388,,10.5388,45383.5,2019-05-02,3746.1408691,1.0450595,3914.939964,,,
83,2020-02-27,300,64,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-06-03,3750.6206055,2019-06-03,31800.0,8.4786,8.37007,,8.37007,36044.24,2019-06-03,3750.6206055,1.039415,3898.4513092,,,
84,2020-02-27,344,65,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-06-10,3789.763916,2019-06-10,39985.0,10.55079,10.43084,,10.43084,44918.59,2019-06-10,3789.763916,1.0381364,3934.2919551,,,
85,2020-02-27,350,68,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-06-26,3841.277832,2019-06-26,750000.0,195.24753,193.39579,,193.39579,832825.13,2019-06-26,3841.277832,1.0353291,3976.9866003,,,
86,2020-02-27,386,94,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-22,3942.3955078,2019-08-22,122586.26,31.09436,30.91448,,30.91448,133127.8,2019-08-22,3942.3955078,1.0252194,4041.8204276,,,
87,2020-02-27,387,95,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-22,3942.3955078,2019-08-22,5000.0,1.26826,1.26092,,1.26092,5429.93,2019-08-22,3942.3955078,1.0252194,4041.8204276,,,
88,2020-02-27,388,96,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-22,3942.3955078,2019-08-22,10000.0,2.53653,2.52186,,2.52186,10859.95,2019-08-22,3942.3955078,1.0252194,4041.8204276,,,
89,2020-02-27,402,106,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-02,3951.0236816,2019-09-02,30000.0,7.59297,7.55144,,7.55144,32518.96,2019-09-02,3951.0236816,1.0235881,4044.2209997,,,
90,2020-02-27,446,81,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-16,3996.9914551,2019-09-16,46754.75,11.69749,11.65318,,11.65318,50182.38,2019-09-16,3996.9914551,1.0212624,4081.9768913,,,
91,2020-02-27,447,132,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-16,3996.9914551,2019-09-16,8000.0,2.00151,1.99393,,1.99393,8586.51,2019-09-16,3996.9914551,1.0212624,4081.9768913,,,
92,2020-02-27,448,127,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-16,3996.9914551,2019-09-16,15000.0,3.75282,3.7386,,3.7386,16099.63,2019-09-16,3996.9914551,1.0212624,4081.9768913,,,
93,2020-02-27,444,94,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-13,3995.4216309,2019-09-13,43424.34,10.86852,10.82673,,10.82673,46623.42,2019-09-13,3995.4216309,1.0214947,4081.3019829,,,
94,2020-02-27,408,109,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-04,3961.8942871,2019-09-04,124608.95,31.45186,31.29234,,31.29234,134754.99,2019-09-04,3961.8942871,1.0231226,4053.5034678,,,
95,2020-02-27,409,110,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-04,3961.8942871,2019-09-04,10000.0,2.52405,2.51125,,2.51125,10814.26,2019-09-04,3961.8942871,1.0231226,4053.5034678,,,
96,2020-02-27,410,111,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-04,3961.8942871,2019-09-04,10000.0,2.52405,2.51125,,2.51125,10814.26,2019-09-04,3961.8942871,1.0231226,4053.5034678,,,
97,2020-02-27,411,100,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-04,3961.8942871,2019-09-04,87124.54,21.99063,21.8791,,21.8791,94218.52,2019-09-04,3961.8942871,1.0231226,4053.5034678,,,
98,2020-02-27,412,112,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-04,3961.8942871,2019-09-04,52157.15,13.1647,13.09793,,13.09793,56403.94,2019-09-04,3961.8942871,1.0231226,4053.5034678,,,
99,2020-02-27,445,131,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-13,3995.4216309,2019-09-13,15000.0,3.7543,3.73986,,3.73986,16105.05,2019-09-13,3995.4216309,1.0214947,4081.3019829,,,
100,2020-02-27,215,50,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-05-03,3752.4084473,2019-05-03,50000.0,13.32478,13.15892,,13.15892,56666.59,2019-05-03,3752.4084473,1.0448022,3920.5247234,,,
101,2020-02-27,198,17,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-04-02,3697.5839844,2019-04-02,1000000.0,270.44687,270.44687,,270.44687,1164632.12,2019-04-02,3697.5839844,1.0502174,3883.2669978,,,
102,2020-02-27,199,16,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-04-02,3697.5839844,2019-04-02,100000.0,27.04469,26.64126,,26.64126,114725.92,2019-04-02,3697.5839844,1.0502174,3883.2669978,,,
103,2020-02-27,363,65,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-07-26,3935.3632813,2019-07-26,7000.0,1.77874,1.76799,,1.76799,7613.54,2019-07-26,3935.3632813,1.0297372,4052.3898508,,,
104,2020-02-27,364,77,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-07-26,3935.3632813,2019-07-26,5000.0,1.27053,1.26285,,1.26285,5438.24,2019-07-26,3935.3632813,1.0297372,4052.3898508,,,
105,2020-02-27,365,78,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-07-30,3940.5668945,2019-07-30,5000.0,1.26885,1.26142,,1.26142,5432.08,2019-07-30,3940.5668945,1.0292303,4055.7510331,,,
106,2020-02-27,383,91,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-20,3938.4626465,2019-08-20,150000.0,38.08593,37.86012,,37.86012,163037.98,2019-08-20,3938.4626465,1.025686,4039.6259637,,,
107,2020-02-27,380,88,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-15,3940.1418457,2019-08-15,61900.0,15.71009,15.61791,,15.61791,67255.8,2019-08-15,3940.1418457,1.0263862,4044.1073187,,,
108,2020-02-27,384,92,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-08-20,3938.4626465,2019-08-20,32800.0,8.32812,8.27874,,8.27874,35650.95,2019-08-20,3938.4626465,1.025686,4039.6259637,,,
109,2020-02-27,455,137,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-18,4006.5515137,2019-09-18,15000.0,3.74387,3.731,,3.731,16066.9,2019-09-18,4006.5515137,1.0207978,4089.8788835,,,
110,2020-02-27,456,138,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-18,4006.5515137,2019-09-18,10000.0,2.49591,2.48733,,2.48733,10711.25,2019-09-18,4006.5515137,1.0207978,4089.8788835,,,
111,2020-02-27,418,115,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-06,3980.5043945,2019-09-06,50000.0,12.56122,12.50606,,12.50606,53855.16,2019-09-06,3980.5043945,1.0226572,4070.6915258,,,
112,2020-02-27,419,114,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-06,3980.5043945,2019-09-06,20000.0,5.02449,5.00243,,5.00243,21542.09,2019-09-06,3980.5043945,1.0226572,4070.6915258,,,
113,2020-02-27,420,116,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-06,3980.5043945,2019-09-06,50000.0,12.56122,12.50606,,12.50606,53855.16,2019-09-06,3980.5043945,1.0226572,4070.6915258,,,
114,2020-02-27,421,114,3,2335,1.0,458.0,4306.3250251,4306.3250251,2019-09-06,3980.5043945,2019-09-06,25000.0,6.28061,6.25303,,6.25303,26927.58,2019-09-06,3980.5043945,1.0226572,4070.6915258,,,
