,Refdate,Id_ShareMov,Id_Shareholder,Id_Entity,Id_Product,Id_PFeeType,Id_RiskFactorBenchmark,Td_Price,Td_Value,Quote_Date,Open_ShareValue,EffQuote_Date,Subscription_Amount,Subscription_Shares,Td_OpenShares,Td_RedempShares,Td_CloseShares,Td_CloseAmount,PFee_DateBase,PFee_ShareValue,RiskFactor_Appreciation,PFee_ShareBaseBenchmark,PFeeBenchmark_Amount,Td_Performance,Closed
0,2020-02-19,41,12,1,2675,,,1627.7066172,1627.7066172,2016-12-30,1457.740112304688,2016-12-30,42256804.0,28987.88672,28987.8867188,,28987.88672,47183775.03,2016-12-30,1457.7401123,,,,,
1,2020-02-19,45,12,2,2676,,,1573.6994897,1573.6994897,2016-12-30,1342.447143554688,2016-12-30,15763981.0,11742.71973,11742.7197266,,11742.71973,18479512.05,2016-12-30,1342.4471436,,,,,
2,2020-02-19,192,16,3,2335,1.0,458.0,4300.2369244,4300.2369244,2019-03-11,3654.4260254,2019-03-11,38000.0,10.39835,10.22555,,10.22555,43972.29,2019-03-11,3654.4260254,1.0536817,3850.6020031,,,
3,2020-02-19,115,18,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-08-07,3420.863525390625,2018-08-07,112000.0,32.74027,31.88872,,31.88872,137129.05,2018-08-07,3420.8635254,1.0922253,3736.3537026,,,
4,2020-02-19,116,17,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-08-08,3413.68115234375,2018-08-08,4000000.0,1171.7556,539.5680719,,539.56807,2320270.54,2018-08-08,3413.6811523,1.0919569,3727.5925774,,,
5,2020-02-19,118,16,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-08-08,3413.68115234375,2018-08-08,200000.0,58.58778,57.04631,,57.04631,245312.65,2018-08-08,3413.6811523,1.0919569,3727.5925774,,,
6,2020-02-19,132,20,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-10-15,3481.4619141,2018-10-15,2000000.0,574.47131,574.47131,,574.47131,2470362.74,2018-10-15,3481.4619141,1.0796763,3758.8518596,,,
7,2020-02-19,95,11,14,4889,1.0,458.0,1085.2734768,1085.2734768,2018-05-04,1000.0,2018-05-04,38612368.0,38612.36719,38612.3671875,,38612.36719,41904977.99,2018-05-04,1000.0,1.1100887,1110.0887472,,,
8,2020-02-19,134,329,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-10-26,3492.4335938,2018-10-26,50000.0,14.31666,13.98725,,13.98725,60148.49,2018-10-26,3492.4335938,1.0772869,3762.3528836,,,
9,2020-02-19,130,17,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-09-13,3366.5554199,2018-09-13,4000000.0,1188.15807,1188.15807,,1188.15807,5109361.2,2018-09-13,3366.5554199,1.0852674,3653.6127554,,,
10,2020-02-19,141,22,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-11-27,3484.4182129,2018-11-27,50000.0,14.3496,14.01499,,14.01499,60267.78,2018-11-27,3484.4182129,1.071996,3735.282409,,,
11,2020-02-19,142,16,3,2335,1.0,458.0,4300.2369244,4300.2369244,2018-12-06,3495.9870605,2018-12-06,80000.0,22.88338,22.3603,,22.3603,96154.59,2018-12-06,3495.9870605,1.0701503,3741.2317614,,,
12,2020-02-19,190,17,3,2335,1.0,458.0,4300.2369244,4300.2369244,2019-02-22,3631.2785645,2019-02-22,2000000.0,550.77019,550.77019,,550.77019,2368442.31,2019-02-22,3631.2785645,1.0560188,3834.6984253,,,
